longitude,latitude,median_age,population,vector_count
-118.99,35.38,30.0,1116.0,298.0
-118.98,35.39,22.0,1592.0,420.0
-118.98,35.38,24.0,1460.0,410.0
-118.98,35.38,34.0,795.0,228.0
-118.98,35.38,28.0,1193.0,273.0
-118.99,35.39,39.0,1516.0,435.0
-118.99,35.39,36.0,1054.0,341.0
-118.99,35.39,52.0,1325.0,522.0
-118.98,35.39,29.0,476.0,143.0
-118.98,35.39,32.0,2375.0,684.0
-119.0,35.37,41.0,216.0,80.0
-118.99,35.37,36.0,814.0,174.0
-118.99,35.37,38.0,743.0,222.0
-118.98,35.37,35.0,670.0,181.0
-118.97,35.37,52.0,380.0,97.0
-119.01,35.38,44.0,274.0,86.0
-119.01,35.38,52.0,158.0,26.0
-119.01,35.37,35.0,477.0,41.0
-119.01,35.37,44.0,364.0,121.0
-119.02,35.38,52.0,36.0,31.0
-119.02,35.38,48.0,129.0,63.0
-119.02,35.39,52.0,106.0,49.0
-119.01,35.37,45.0,568.0,139.0
-119.03,35.38,38.0,843.0,410.0
-119.03,35.38,52.0,540.0,260.0
-119.03,35.37,52.0,554.0,277.0
-119.04,35.37,44.0,667.0,300.0
-119.03,35.39,28.0,1593.0,763.0
-119.04,35.36,36.0,1051.0,411.0
-119.05,35.36,30.0,2307.0,754.0
-119.05,35.36,16.0,2261.0,959.0
-119.07,35.36,19.0,2155.0,831.0
-119.08,35.36,12.0,2966.0,1092.0
-119.06,35.36,9.0,409.0,212.0
-119.03,35.37,42.0,1035.0,442.0
-119.03,35.36,41.0,977.0,388.0
-119.04,35.36,40.0,771.0,306.0
-119.04,35.37,46.0,714.0,297.0
-119.02,35.37,44.0,1521.0,549.0
-119.02,35.36,48.0,947.0,363.0
-119.02,35.36,47.0,847.0,315.0
-119.03,35.36,41.0,1342.0,595.0
-119.01,35.37,38.0,1191.0,366.0
-119.01,35.36,38.0,1203.0,373.0
-119.01,35.36,36.0,1490.0,529.0
-119.01,35.36,24.0,1277.0,435.0
-119.01,35.37,33.0,579.0,172.0
-119.0,35.36,40.0,764.0,186.0
-119.0,35.36,39.0,805.0,197.0
-119.0,35.35,35.0,992.0,284.0
-119.0,35.36,35.0,1258.0,239.0
-118.98,35.37,36.0,1223.0,329.0
-118.98,35.36,29.0,933.0,227.0
-118.98,35.36,15.0,1059.0,279.0
-118.99,35.36,18.0,1210.0,344.0
-118.99,35.36,31.0,1168.0,340.0
-118.94,35.36,19.0,1823.0,500.0
-118.95,35.36,30.0,1753.0,482.0
-118.96,35.37,32.0,874.0,236.0
-118.96,35.36,35.0,1738.0,480.0
-118.97,35.37,34.0,1156.0,315.0
-118.97,35.36,31.0,1219.0,312.0
-118.95,35.32,29.0,2007.0,541.0
-118.98,35.35,21.0,511.0,124.0
-118.99,35.35,27.0,1380.0,332.0
-118.99,35.33,36.0,1311.0,390.0
-118.99,35.32,26.0,567.0,204.0
-119.0,35.35,31.0,1969.0,588.0
-118.99,35.35,32.0,1109.0,286.0
-119.01,35.35,34.0,922.0,304.0
-119.01,35.34,44.0,782.0,278.0
-119.02,35.35,42.0,776.0,272.0
-119.01,35.35,39.0,366.0,132.0
-119.02,35.35,38.0,670.0,282.0
-119.02,35.34,38.0,692.0,295.0
-119.03,35.34,36.0,1679.0,616.0
-119.03,35.35,34.0,695.0,275.0
-119.04,35.35,31.0,817.0,307.0
-119.04,35.35,27.0,2212.0,894.0
-119.06,35.35,20.0,4584.0,1953.0
-119.05,35.34,14.0,1933.0,912.0
-119.05,35.33,18.0,7009.0,2552.0
-119.05,35.34,17.0,1204.0,423.0
-119.07,35.35,24.0,1294.0,879.0
-119.07,35.34,16.0,1667.0,724.0
-119.12,35.33,4.0,4250.0,1444.0
-119.1,35.35,5.0,1916.0,870.0
-119.08,35.34,18.0,1580.0,540.0
-119.08,35.35,20.0,331.0,135.0
-119.09,35.35,14.0,842.0,265.0
-119.08,35.34,16.0,768.0,236.0
-119.08,35.34,15.0,768.0,238.0
-119.1,35.33,4.0,3121.0,902.0
-119.08,35.32,8.0,5696.0,2100.0
-119.09,35.33,9.0,3084.0,1052.0
-119.06,35.32,15.0,2355.0,757.0
-119.07,35.33,13.0,4870.0,1797.0
-119.06,35.33,14.0,3278.0,1049.0
-119.02,35.34,34.0,1375.0,486.0
-119.02,35.33,26.0,2072.0,827.0
-119.03,35.33,21.0,1627.0,680.0
-119.03,35.34,34.0,1131.0,408.0
-119.01,35.34,36.0,613.0,187.0
-119.01,35.33,42.0,677.0,213.0
-119.0,35.33,35.0,620.0,207.0
-119.01,35.33,32.0,1897.0,607.0
-119.02,35.33,35.0,1193.0,387.0
-119.02,35.34,35.0,1145.0,343.0
-118.99,35.32,35.0,870.0,282.0
-118.99,35.3,33.0,1461.0,405.0
-119.0,35.31,37.0,767.0,273.0
-119.09,35.3,3.0,1353.0,495.0
-119.04,35.32,20.0,34.0,8.0
-119.05,35.32,11.0,3525.0,1387.0
-119.04,35.31,11.0,1267.0,388.0
-119.03,35.32,12.0,1294.0,523.0
-119.02,35.32,14.0,1821.0,561.0
-119.05,35.3,9.0,6241.0,1906.0
-119.03,35.3,10.0,447.0,173.0
-119.02,35.3,10.0,4611.0,1310.0
-119.01,35.32,23.0,2717.0,928.0
-119.01,35.31,19.0,4101.0,1436.0
-119.01,35.3,7.0,4893.0,1520.0
-119.07,35.27,25.0,1830.0,591.0
-119.13,35.22,5.0,3269.0,980.0
-119.01,35.24,6.0,66.0,21.0
-119.01,35.28,10.0,4163.0,1307.0
-118.99,35.24,40.0,213.0,71.0
-118.99,35.27,32.0,242.0,87.0
-118.93,34.82,24.0,323.0,136.0
-118.95,34.83,18.0,1338.0,550.0
-118.95,34.81,30.0,1089.0,412.0
-119.15,34.83,6.0,2006.0,736.0
-119.16,34.95,14.0,1581.0,579.0
-118.93,34.82,8.0,229.0,84.0
-119.4,35.06,21.0,1250.0,440.0
-119.45,35.07,45.0,500.0,177.0
-119.42,35.19,26.0,483.0,170.0
-119.5,35.27,23.0,1993.0,617.0
-119.48,35.17,36.0,39.0,18.0
-119.45,35.16,34.0,1783.0,608.0
-119.46,35.17,40.0,1998.0,773.0
-119.46,35.14,30.0,1565.0,584.0
-119.47,35.14,19.0,1973.0,702.0
-119.45,35.15,33.0,2293.0,919.0
-119.45,35.13,34.0,808.0,294.0
-119.46,35.13,46.0,1423.0,482.0
-119.47,35.13,44.0,2140.0,831.0
-119.47,35.4,32.0,1301.0,394.0
-119.42,35.4,24.0,1442.0,424.0
-119.12,35.41,12.0,3018.0,917.0
-119.11,35.39,22.0,451.0,170.0
-119.12,35.39,13.0,552.0,187.0
-119.19,35.41,12.0,1399.0,413.0
-119.2,35.37,6.0,3415.0,1059.0
-119.12,35.38,18.0,706.0,279.0
-119.11,35.38,37.0,894.0,359.0
-119.12,35.37,13.0,2170.0,671.0
-119.18,35.5,36.0,932.0,249.0
-119.28,35.52,36.0,573.0,134.0
-119.27,35.49,39.0,1815.0,547.0
-119.26,35.5,38.0,1133.0,430.0
-119.27,35.5,34.0,796.0,319.0
-119.27,35.51,28.0,544.0,190.0
-119.28,35.5,34.0,1101.0,351.0
-119.28,35.5,28.0,3260.0,738.0
-119.27,35.5,21.0,1315.0,450.0
-119.38,35.49,34.0,1506.0,403.0
-119.34,35.6,16.0,1011.0,268.0
-119.36,35.55,29.0,236.0,73.0
-119.35,35.58,13.0,1186.0,376.0
-119.34,35.59,33.0,1809.0,616.0
-119.34,35.6,33.0,1732.0,509.0
-119.33,35.6,32.0,2682.0,675.0
-119.35,35.59,14.0,1497.0,457.0
-119.33,35.59,20.0,2645.0,676.0
-119.69,35.62,18.0,1345.0,207.0
-119.77,35.65,21.0,1647.0,415.0
-119.14,35.76,30.0,421.0,113.0
-119.29,35.76,15.0,3500.0,768.0
-119.19,35.64,29.0,902.0,205.0
-119.24,35.68,21.0,1539.0,388.0
-119.22,35.68,16.0,3078.0,651.0
-119.24,35.67,32.0,2639.0,709.0
-119.25,35.78,27.0,1346.0,323.0
-119.25,35.77,35.0,1449.0,398.0
-119.25,35.76,36.0,2175.0,610.0
-119.25,35.75,36.0,1658.0,417.0
-119.25,35.79,8.0,2700.0,688.0
-119.25,35.78,35.0,1371.0,414.0
-119.23,35.78,8.0,1230.0,330.0
-119.23,35.79,31.0,2467.0,600.0
-119.24,35.77,28.0,1764.0,514.0
-119.23,35.77,36.0,2034.0,593.0
-119.23,35.74,16.0,1914.0,614.0
-119.23,35.77,26.0,1416.0,485.0
-118.92,35.47,6.0,664.0,254.0
-119.01,35.44,20.0,1465.0,621.0
-118.93,35.44,13.0,557.0,227.0
-118.31,35.74,18.0,799.0,335.0
-118.06,35.68,15.0,730.0,321.0
-118.44,35.75,23.0,1097.0,493.0
-118.47,35.72,18.0,1366.0,690.0
-118.5,35.7,18.0,986.0,522.0
-118.59,35.72,28.0,98.0,48.0
-118.87,35.65,33.0,584.0,223.0
-118.23,35.48,17.0,775.0,380.0
-118.33,35.64,15.0,1007.0,465.0
-118.41,35.63,15.0,2310.0,1001.0
-118.45,35.62,18.0,782.0,390.0
-118.47,35.64,17.0,927.0,427.0
-118.48,35.61,17.0,1614.0,731.0
-118.45,35.58,16.0,1802.0,807.0
-118.61,35.47,13.0,756.0,276.0
-117.73,35.73,35.0,1870.0,432.0
-117.66,35.63,33.0,1155.0,431.0
-117.67,35.65,18.0,1128.0,533.0
-117.68,35.65,15.0,1245.0,513.0
-117.69,35.65,5.0,520.0,232.0
-117.7,35.64,8.0,1154.0,399.0
-117.68,35.64,15.0,1408.0,586.0
-117.67,35.64,6.0,927.0,337.0
-117.67,35.63,32.0,1613.0,706.0
-117.68,35.63,18.0,1777.0,661.0
-117.69,35.63,5.0,1335.0,428.0
-117.7,35.62,18.0,1426.0,483.0
-117.68,35.61,9.0,1929.0,742.0
-117.68,35.6,12.0,765.0,281.0
-117.7,35.6,16.0,1473.0,487.0
-117.68,35.62,30.0,1481.0,581.0
-117.64,35.61,10.0,1349.0,501.0
-117.66,35.62,11.0,2728.0,1072.0
-117.66,35.61,5.0,2623.0,862.0
-117.66,35.6,14.0,850.0,317.0
-117.76,35.63,12.0,1027.0,356.0
-117.68,35.55,9.0,1518.0,568.0
-117.81,35.65,19.0,598.0,261.0
-117.87,35.73,13.0,1181.0,414.0
-117.84,35.54,11.0,765.0,296.0
-117.74,35.65,15.0,1110.0,442.0
-117.84,35.35,28.0,858.0,371.0
-118.0,35.05,21.0,945.0,362.0
-117.82,35.03,30.0,1347.0,467.0
-117.76,35.22,4.0,8.0,6.0
-117.79,35.21,4.0,6.0,2.0
-118.01,35.12,15.0,917.0,316.0
-117.98,35.13,5.0,2504.0,847.0
-117.95,35.13,4.0,1150.0,422.0
-117.95,35.08,1.0,32.0,15.0
-117.98,35.1,4.0,352.0,135.0
-117.99,35.16,15.0,960.0,370.0
-118.27,34.92,20.0,422.0,159.0
-118.34,34.86,11.0,3571.0,1308.0
-117.68,35.03,28.0,1644.0,570.0
-117.68,34.99,33.0,853.0,272.0
-117.65,35.0,36.0,672.0,241.0
-118.15,34.86,10.0,2227.0,821.0
-118.17,34.87,9.0,761.0,278.0
-118.19,34.87,2.0,923.0,338.0
-118.17,34.86,21.0,1488.0,554.0
-118.15,35.06,15.0,569.0,263.0
-118.16,35.05,44.0,776.0,278.0
-118.19,35.05,14.0,1631.0,526.0
-118.15,35.04,29.0,821.0,337.0
-118.51,35.16,7.0,1932.0,654.0
-118.66,35.2,7.0,3617.0,1370.0
-118.34,35.27,10.0,1167.0,446.0
-118.48,35.14,4.0,4631.0,1468.0
-118.61,35.08,6.0,1243.0,482.0
-118.61,34.99,11.0,1539.0,564.0
-118.46,35.13,19.0,1457.0,620.0
-118.46,35.12,16.0,2033.0,668.0
-118.43,35.12,8.0,930.0,360.0
-118.44,35.13,34.0,602.0,266.0
-118.44,35.13,21.0,1133.0,391.0
-118.91,35.3,28.0,1233.0,351.0
-118.95,35.26,24.0,667.0,184.0
-118.83,35.27,33.0,717.0,196.0
-118.92,35.13,29.0,909.0,253.0
-118.85,35.23,26.0,1222.0,395.0
-118.82,35.23,31.0,2302.0,574.0
-118.83,35.2,17.0,1763.0,453.0
-118.82,35.2,34.0,1910.0,455.0
-118.85,35.2,17.0,2566.0,641.0
-118.91,35.27,29.0,1344.0,306.0
-118.9,35.26,31.0,5666.0,1457.0
-118.92,35.26,20.0,3450.0,920.0
-118.91,35.24,29.0,2949.0,699.0
-119.69,36.41,38.0,540.0,187.0
-119.57,36.44,30.0,1123.0,347.0
-119.55,36.37,26.0,1002.0,311.0
-119.69,36.38,25.0,879.0,277.0
-119.78,36.37,41.0,443.0,146.0
-119.83,36.37,25.0,819.0,272.0
-119.87,36.34,26.0,779.0,249.0
-119.93,36.32,25.0,7679.0,1580.0
-119.79,36.32,19.0,1971.0,607.0
-119.77,36.32,14.0,1867.0,612.0
-119.78,36.31,14.0,737.0,269.0
-119.77,36.31,14.0,2191.0,785.0
-119.79,36.31,25.0,2414.0,961.0
-119.77,36.3,24.0,1052.0,439.0
-119.78,36.3,30.0,1255.0,352.0
-119.79,36.3,16.0,903.0,289.0
-119.79,36.29,6.0,764.0,246.0
-119.82,36.32,18.0,424.0,174.0
-119.78,36.33,16.0,515.0,200.0
-119.78,36.27,29.0,1066.0,309.0
-119.8,36.29,7.0,327.0,103.0
-119.81,36.28,24.0,442.0,106.0
-119.72,36.34,33.0,580.0,210.0
-119.72,36.32,40.0,676.0,256.0
-119.7,36.32,40.0,586.0,187.0
-119.73,36.31,20.0,1579.0,400.0
-119.7,36.3,10.0,693.0,220.0
-119.67,36.35,10.0,470.0,158.0
-119.65,36.37,4.0,1478.0,600.0
-119.65,36.35,21.0,837.0,292.0
-119.65,36.35,38.0,1378.0,537.0
-119.66,36.35,15.0,947.0,391.0
-119.64,36.36,13.0,1055.0,312.0
-119.64,36.35,23.0,1525.0,585.0
-119.63,36.35,4.0,920.0,324.0
-119.62,36.35,10.0,1864.0,718.0
-119.64,36.35,30.0,746.0,298.0
-119.63,36.34,26.0,699.0,219.0
-119.63,36.33,14.0,1633.0,559.0
-119.61,36.33,32.0,926.0,264.0
-119.63,36.32,36.0,749.0,255.0
-119.66,36.34,32.0,859.0,286.0
-119.65,36.34,46.0,752.0,323.0
-119.65,36.34,47.0,832.0,315.0
-119.64,36.34,32.0,1504.0,627.0
-119.64,36.33,41.0,1852.0,721.0
-119.65,36.33,52.0,624.0,243.0
-119.65,36.33,47.0,693.0,241.0
-119.68,36.32,26.0,268.0,116.0
-119.67,36.33,19.0,850.0,237.0
-119.66,36.33,16.0,1052.0,388.0
-119.66,36.33,10.0,988.0,395.0
-119.66,36.32,24.0,1532.0,445.0
-119.68,36.32,28.0,873.0,240.0
-119.68,36.31,12.0,1859.0,498.0
-119.66,36.3,18.0,717.0,212.0
-119.65,36.32,11.0,713.0,290.0
-119.64,36.32,32.0,1772.0,479.0
-119.65,36.3,28.0,588.0,180.0
-119.64,36.31,27.0,1071.0,284.0
-119.61,36.31,25.0,1460.0,353.0
-119.57,36.27,20.0,1394.0,449.0
-119.69,36.25,35.0,970.0,300.0
-119.63,36.18,23.0,171.0,50.0
-119.59,36.11,32.0,524.0,155.0
-119.57,36.09,6.0,992.0,319.0
-119.58,36.1,21.0,1469.0,355.0
-119.56,36.1,29.0,284.0,73.0
-119.56,36.1,25.0,893.0,252.0
-119.56,36.09,35.0,792.0,265.0
-119.56,36.09,14.0,1077.0,279.0
-119.56,36.08,37.0,639.0,190.0
-119.58,36.11,21.0,1397.0,398.0
-119.57,36.1,16.0,1201.0,384.0
-119.57,36.1,36.0,737.0,278.0
-119.57,36.1,37.0,707.0,274.0
-119.74,36.15,21.0,1137.0,306.0
-119.9,36.2,43.0,106.0,40.0
-119.82,36.19,33.0,694.0,229.0
-119.99,36.09,23.0,198.0,55.0
-119.96,35.99,25.0,1505.0,286.0
-119.8,36.02,20.0,171.0,37.0
-120.14,36.04,27.0,1371.0,461.0
-120.12,36.01,18.0,1119.0,308.0
-120.14,36.0,33.0,1371.0,388.0
-120.12,35.99,7.0,1387.0,422.0
-120.13,35.87,26.0,13.0,8.0
-120.0,35.91,16.0,131.0,38.0
-122.89,39.42,16.0,26.0,19.0
-122.9,39.23,39.0,534.0,179.0
-122.91,39.18,43.0,86.0,27.0
-122.91,39.17,44.0,142.0,39.0
-122.9,39.17,45.0,649.0,232.0
-122.88,39.14,20.0,521.0,196.0
-123.07,39.12,24.0,353.0,145.0
-122.95,39.13,17.0,225.0,72.0
-122.89,39.11,10.0,585.0,254.0
-122.9,39.09,15.0,835.0,380.0
-122.92,39.08,24.0,146.0,57.0
-122.94,39.1,18.0,272.0,105.0
-122.99,39.02,14.0,851.0,273.0
-122.91,39.07,21.0,1000.0,381.0
-122.91,39.06,21.0,601.0,261.0
-122.92,39.05,16.0,605.0,250.0
-122.91,39.05,20.0,621.0,210.0
-122.92,39.05,38.0,1591.0,568.0
-122.91,39.05,27.0,295.0,108.0
-122.91,39.03,14.0,723.0,427.0
-122.7,39.14,13.0,214.0,62.0
-122.87,39.13,15.0,810.0,321.0
-122.86,39.08,24.0,1015.0,448.0
-122.83,39.09,26.0,679.0,371.0
-122.79,39.09,20.0,685.0,331.0
-122.8,39.08,17.0,798.0,342.0
-122.79,39.08,23.0,321.0,128.0
-122.78,39.05,15.0,661.0,269.0
-122.53,39.09,11.0,370.0,177.0
-122.69,39.04,9.0,66.0,29.0
-122.73,39.04,23.0,425.0,244.0
-122.69,39.02,27.0,744.0,316.0
-122.66,39.03,27.0,594.0,255.0
-122.66,39.02,16.0,943.0,510.0
-122.7,39.0,18.0,186.0,59.0
-122.7,38.99,18.0,181.0,105.0
-122.65,38.99,16.0,1596.0,666.0
-122.52,38.99,16.0,337.0,155.0
-122.68,38.98,27.0,526.0,254.0
-122.65,38.97,32.0,703.0,292.0
-122.63,38.96,17.0,633.0,312.0
-122.62,38.95,19.0,832.0,359.0
-122.62,38.94,14.0,638.0,282.0
-122.61,38.93,14.0,108.0,31.0
-122.6,38.93,16.0,572.0,301.0
-122.62,38.96,16.0,828.0,332.0
-122.63,38.96,20.0,1072.0,457.0
-122.65,38.96,27.0,898.0,367.0
-122.64,38.96,29.0,326.0,136.0
-122.64,38.95,28.0,522.0,268.0
-122.63,38.95,11.0,246.0,86.0
-122.63,38.94,25.0,192.0,93.0
-122.63,38.94,18.0,1832.0,845.0
-122.62,38.94,13.0,215.0,90.0
-122.7,38.97,17.0,723.0,319.0
-122.75,39.01,17.0,889.0,414.0
-122.79,39.02,23.0,265.0,84.0
-122.78,38.97,11.0,2144.0,792.0
-122.69,38.94,9.0,517.0,187.0
-122.71,38.91,20.0,94.0,10.0
-122.86,39.05,20.0,647.0,253.0
-122.85,39.0,20.0,753.0,252.0
-122.83,38.99,15.0,191.0,54.0
-122.83,38.98,17.0,719.0,296.0
-122.84,38.98,21.0,556.0,178.0
-122.92,38.97,20.0,904.0,333.0
-122.89,38.93,20.0,504.0,223.0
-122.83,38.96,15.0,567.0,276.0
-122.77,38.92,26.0,293.0,100.0
-122.83,38.89,11.0,268.0,90.0
-122.72,38.88,29.0,890.0,310.0
-122.74,38.83,12.0,1554.0,528.0
-122.48,38.9,10.0,161.0,61.0
-122.59,38.92,15.0,599.0,273.0
-122.6,38.9,23.0,92.0,41.0
-122.62,38.92,13.0,249.0,109.0
-122.65,38.92,30.0,20.0,13.0
-122.64,38.87,16.0,519.0,199.0
-122.5,38.82,12.0,877.0,341.0
-122.51,38.76,9.0,1050.0,374.0
-122.55,38.81,7.0,1027.0,421.0
-122.59,38.78,15.0,366.0,143.0
-122.66,38.81,22.0,461.0,142.0
-122.68,38.76,29.0,302.0,117.0
-122.62,38.73,21.0,727.0,287.0
-122.64,38.71,20.0,231.0,96.0
-122.52,38.7,26.0,43.0,13.0
-121.11,41.07,26.0,761.0,250.0
-120.96,41.12,29.0,364.0,123.0
-121.07,40.85,17.0,511.0,175.0
-120.38,40.98,27.0,318.0,115.0
-120.35,40.63,33.0,63.0,22.0
-120.77,40.65,11.0,280.0,132.0
-121.02,40.51,17.0,406.0,154.0
-120.96,40.28,19.0,302.0,111.0
-121.03,40.35,52.0,1977.0,754.0
-120.67,40.5,15.0,2503.0,902.0
-120.57,40.43,15.0,1121.0,402.0
-120.66,40.42,35.0,717.0,297.0
-120.65,40.42,39.0,1467.0,621.0
-120.66,40.41,52.0,1051.0,419.0
-120.64,40.41,50.0,987.0,383.0
-120.71,40.36,19.0,2229.0,777.0
-120.58,40.37,16.0,1873.0,590.0
-120.42,40.38,26.0,762.0,280.0
-120.36,40.45,19.0,355.0,127.0
-120.51,40.41,36.0,4198.0,7.0
-120.54,40.29,17.0,1529.0,571.0
-120.49,40.31,16.0,969.0,359.0
-120.37,40.17,21.0,406.0,146.0
-120.2,40.26,26.0,1037.0,443.0
-120.09,39.92,19.0,1028.0,383.0
-118.27,34.27,27.0,2363.0,888.0
-118.28,34.26,32.0,486.0,167.0
-118.29,34.26,33.0,1845.0,612.0
-118.3,34.26,37.0,1619.0,573.0
-118.3,34.26,42.0,1145.0,439.0
-118.28,34.25,35.0,1166.0,407.0
-118.28,34.25,29.0,1886.0,769.0
-118.29,34.25,19.0,1399.0,527.0
-118.29,34.25,8.0,3565.0,1374.0
-118.27,34.25,37.0,1215.0,431.0
-118.27,34.25,35.0,879.0,326.0
-118.27,34.24,30.0,1050.0,390.0
-118.27,34.25,35.0,371.0,150.0
-118.27,34.25,39.0,358.0,143.0
-118.28,34.24,32.0,1278.0,493.0
-118.28,34.24,29.0,1543.0,576.0
-118.3,34.25,36.0,688.0,261.0
-118.33,34.24,31.0,3540.0,1131.0
-118.35,34.22,19.0,3963.0,1595.0
-118.35,34.22,30.0,638.0,229.0
-118.35,34.21,39.0,1047.0,284.0
-118.35,34.21,42.0,804.0,226.0
-118.31,34.28,34.0,1810.0,633.0
-118.31,34.27,35.0,759.0,291.0
-118.3,34.26,43.0,809.0,277.0
-118.3,34.26,40.0,605.0,183.0
-118.31,34.26,38.0,1124.0,388.0
-118.31,34.26,41.0,733.0,315.0
-118.31,34.26,34.0,948.0,363.0
-118.32,34.26,32.0,1804.0,715.0
-118.35,34.28,30.0,1700.0,533.0
-118.33,34.27,29.0,1776.0,702.0
-118.35,34.27,32.0,314.0,113.0
-118.34,34.26,37.0,702.0,265.0
-118.35,34.25,34.0,1267.0,443.0
-118.36,34.26,34.0,1598.0,568.0
-118.3,34.26,28.0,1142.0,458.0
-118.3,34.25,44.0,859.0,292.0
-118.31,34.26,37.0,624.0,239.0
-118.31,34.26,36.0,1005.0,409.0
-118.32,34.26,24.0,2310.0,957.0
-118.39,34.28,24.0,3566.0,777.0
-118.38,34.28,22.0,3152.0,836.0
-118.4,34.28,16.0,6161.0,1473.0
-118.38,34.27,8.0,2608.0,731.0
-118.41,34.29,35.0,1162.0,215.0
-118.41,34.29,32.0,1818.0,306.0
-118.42,34.28,29.0,1338.0,266.0
-118.41,34.28,32.0,2609.0,472.0
-118.4,34.28,22.0,3134.0,847.0
-118.42,34.28,35.0,1197.0,203.0
-118.42,34.28,34.0,2391.0,439.0
-118.42,34.27,33.0,1097.0,283.0
-118.42,34.27,33.0,1216.0,212.0
-118.42,34.27,35.0,808.0,173.0
-118.43,34.28,30.0,2054.0,301.0
-118.43,34.27,31.0,1533.0,269.0
-118.43,34.27,36.0,1312.0,249.0
-118.42,34.27,37.0,1371.0,239.0
-118.43,34.26,30.0,1990.0,369.0
-118.43,34.26,37.0,1835.0,335.0
-118.44,34.27,35.0,1022.0,186.0
-118.43,34.26,43.0,935.0,174.0
-118.42,34.25,37.0,1909.0,352.0
-118.43,34.25,35.0,1630.0,306.0
-118.42,34.26,26.0,2582.0,484.0
-118.41,34.26,38.0,1065.0,222.0
-118.42,34.26,36.0,1086.0,218.0
-118.42,34.26,37.0,2279.0,411.0
-118.41,34.27,38.0,1250.0,204.0
-118.42,34.27,35.0,3444.0,679.0
-118.4,34.26,13.0,2560.0,853.0
-118.4,34.25,13.0,1927.0,432.0
-118.41,34.25,19.0,483.0,87.0
-118.41,34.25,33.0,981.0,184.0
-118.41,34.25,36.0,1173.0,272.0
-118.41,34.25,18.0,3663.0,817.0
-118.42,34.24,17.0,2243.0,541.0
-118.42,34.25,36.0,1502.0,312.0
-118.43,34.32,34.0,1948.0,532.0
-118.43,34.33,18.0,2882.0,911.0
-118.44,34.32,14.0,3568.0,1190.0
-118.42,34.31,19.0,4205.0,1395.0
-118.42,34.3,29.0,2919.0,718.0
-118.41,34.32,18.0,3473.0,1067.0
-118.41,34.3,28.0,2205.0,559.0
-118.42,34.32,30.0,1970.0,590.0
-118.44,34.31,14.0,3163.0,915.0
-118.44,34.31,22.0,2661.0,746.0
-118.44,34.3,38.0,1181.0,327.0
-118.45,34.31,9.0,820.0,323.0
-118.45,34.32,23.0,1952.0,682.0
-118.46,34.32,10.0,2917.0,1056.0
-118.45,34.31,28.0,977.0,275.0
-118.46,34.3,32.0,2291.0,419.0
-118.46,34.31,24.0,1460.0,598.0
-118.47,34.32,13.0,1468.0,521.0
-118.48,34.33,9.0,1697.0,402.0
-118.48,34.31,31.0,892.0,238.0
-118.47,34.3,16.0,2314.0,567.0
-118.46,34.29,24.0,3151.0,810.0
-118.47,34.29,18.0,3401.0,955.0
-118.49,34.29,26.0,1714.0,581.0
-118.49,34.28,27.0,1071.0,386.0
-118.49,34.28,31.0,1957.0,588.0
-118.49,34.31,25.0,357.0,147.0
-118.52,34.32,18.0,3189.0,955.0
-118.51,34.3,24.0,2710.0,875.0
-118.51,34.28,29.0,1890.0,631.0
-118.51,34.29,29.0,525.0,187.0
-118.52,34.29,28.0,868.0,312.0
-118.52,34.3,17.0,2144.0,597.0
-118.45,34.3,27.0,2661.0,623.0
-118.45,34.3,35.0,3988.0,906.0
-118.54,34.28,18.0,2477.0,764.0
-118.55,34.28,16.0,3468.0,1200.0
-118.54,34.28,10.0,3517.0,998.0
-118.54,34.3,22.0,1995.0,582.0
-118.57,34.29,4.0,2907.0,1089.0
-118.45,34.28,38.0,1303.0,340.0
-118.46,34.28,23.0,1242.0,283.0
-118.47,34.27,33.0,881.0,289.0
-118.48,34.28,35.0,1128.0,341.0
-118.48,34.28,35.0,873.0,254.0
-118.47,34.27,17.0,523.0,270.0
-118.47,34.27,35.0,741.0,178.0
-118.48,34.27,34.0,702.0,222.0
-118.48,34.27,33.0,1303.0,437.0
-118.45,34.27,33.0,839.0,230.0
-118.45,34.27,35.0,1012.0,265.0
-118.46,34.27,30.0,1004.0,284.0
-118.46,34.27,28.0,1182.0,440.0
-118.44,34.27,36.0,1333.0,266.0
-118.44,34.27,29.0,1616.0,371.0
-118.45,34.26,35.0,992.0,315.0
-118.45,34.25,36.0,808.0,275.0
-118.45,34.26,35.0,894.0,302.0
-118.46,34.26,33.0,738.0,235.0
-118.46,34.26,36.0,761.0,262.0
-118.46,34.25,33.0,1135.0,407.0
-118.46,34.25,32.0,1064.0,427.0
-118.47,34.26,34.0,650.0,291.0
-118.47,34.26,35.0,1123.0,347.0
-118.48,34.26,36.0,938.0,304.0
-118.49,34.26,27.0,1164.0,419.0
-118.47,34.25,34.0,1120.0,401.0
-118.48,34.25,36.0,1040.0,375.0
-118.48,34.25,35.0,795.0,268.0
-118.48,34.25,35.0,1074.0,337.0
-118.49,34.25,33.0,960.0,362.0
-118.49,34.27,34.0,2521.0,781.0
-118.49,34.27,33.0,1578.0,507.0
-118.5,34.27,35.0,1148.0,416.0
-118.51,34.28,34.0,1694.0,524.0
-118.52,34.28,33.0,801.0,287.0
-118.51,34.27,34.0,1966.0,738.0
-118.51,34.27,36.0,1001.0,419.0
-118.52,34.27,36.0,1499.0,499.0
-118.53,34.27,32.0,948.0,314.0
